Institution_ID,Institution_Type,Country,Employee_Count,Annual_Revenue_M,IT_Spend_Percent_Revenue,AI_Budget_Allocated,AI_Budget_Percent_Revenue,Budget_Growth_YoY,Has_Dedicated_AI_Team,Technical_Readiness_Score,API_Integration_Score,Data_Lake_Exists,Legacy_System_Score,Data_Maturity_Index,Governance_Framework_Exists,Governance_Maturity,AI_Governance_Committee,Model_Risk_Management_Maturity,Compliance_Incidents_12M,Risk_Culture_Score,Data_Privacy_Compliant,Cybersecurity_Level,Leadership_Commitment,Training_Investment_Per_Employee,Vendor_Strategy,Deployment_Mode,Existing_AI_Projects,Use_Case_Breadth,LLM_Adoption_Status
33970,Insurance,European Union,2312,6918.21,5.24,92.55,1.723,13.41,1,65,47,0,61,0.715,1,4,0,4,3,4,0,5,5,1192.41,In-house,PrivateCloud,8,6,1
33971,Insurance,Other,1066,1370.55,6.55,20.83,1.468,-2.53,1,60,61,0,45,0.694,1,2,1,3,0,2,1,5,2,1147.56,Vendor,PrivateCloud,7,5,1
33972,Bank,European Union,2936,387.49,5.52,5.93,1.093,0.94,0,91,68,1,59,0.572,0,1,0,2,1,1,1,3,1,462.49,Vendor,PrivateCloud,3,3,0
33973,Bank,European Union,787,1239.84,2.75,9.12,0.817,8.66,0,67,34,1,62,0.605,0,2,1,1,0,3,1,4,3,1054.9,Vendor,On-Prem,3,4,0
33974,Bank,European Union,1747,944.07,5.67,9.83,1.068,5.21,0,54,54,1,26,0.509,1,4,1,4,0,1,1,5,2,638.4,Hybrid,PrivateCloud,7,2,0
33975,Brokerage/Dealer,United Kingdom,1286,2247.69,5.76,17.29,0.976,5.97,1,66,83,1,21,0.862,0,3,0,5,0,3,1,5,2,942.31,In-house,PrivateCloud,6,2,1
33976,Credit Union,European Union,2194,1233.98,4.24,8.43,0.634,17.85,0,70,62,1,34,0.902,0,3,0,3,0,3,0,2,3,1256.38,Vendor,PrivateCloud,5,3,1
33977,Bank,United States,1320,297.49,2.11,2.09,0.699,-5.1,0,36,18,0,85,0.577,1,5,1,5,0,5,1,4,2,220.26,Vendor,PublicCloud,4,2,0
33978,Bank,Other,649,5176.16,3.75,46.81,0.909,-2.92,0,69,51,0,48,0.465,1,3,0,4,0,4,0,3,2,263.11,Vendor,PublicCloud,6,1,1
33979,Bank,European Union,1186,1016.72,5.24,12.57,1.174,13.06,0,81,51,0,67,0.743,1,5,1,5,0,5,1,2,1,412.76,Hybrid,On-Prem,7,4,1
33980,Brokerage/Dealer,United States,1776,413.53,3.17,3.54,0.757,4.48,0,52,22,0,72,0.595,0,3,1,3,3,2,1,2,2,761.38,Vendor,On-Prem,2,2,0
33981,Hedge Fund,United States,4462,1244.35,6.9,10.19,0.957,4.77,1,82,51,1,57,0.451,0,4,1,5,2,4,1,5,3,439.92,In-house,PublicCloud,5,4,1
33982,Bank,United States,1346,545.81,3.86,0.31,0.065,9.87,0,46,10,1,84,0.075,0,2,0,4,0,2,1,3,4,531.5,Hybrid,On-Prem,0,3,0
33983,Bank,United States,1438,628.79,2.58,1.98,0.388,6.03,0,55,33,0,71,0.254,1,1,0,2,0,5,1,5,4,497.81,Vendor,PublicCloud,0,3,0
33984,Fintech,United Kingdom,1918,2409.45,5.71,2.33,0.091,8.45,1,76,45,0,48,0.494,1,2,0,4,0,2,1,4,2,1172.39,Vendor,PrivateCloud,9,1,0
33985,Insurance,European Union,1097,1240.02,5.55,10.13,0.85,8.07,1,45,11,0,81,0.485,1,1,0,2,0,3,0,2,3,473.36,Vendor,PublicCloud,1,1,0
33986,Asset Manager,United Kingdom,1289,597.74,3.71,3.83,0.497,15.05,0,77,47,1,72,0.651,1,2,0,2,0,2,0,1,5,547.18,In-house,PrivateCloud,4,4,0
33987,Insurance,Other,2410,475.08,3.76,2.79,0.815,2.34,0,80,52,0,48,0.653,1,2,0,2,0,2,0,5,3,1118.04,Hybrid,PrivateCloud,3,1,0
33988,Hedge Fund,United States,700,1629.71,4.6,0.0,0.0,0.77,0,43,14,0,67,0.514,0,1,0,1,0,1,0,1,1,1089.37,In-house,On-Prem,2,0,0
33989,Bank,European Union,5763,1919.03,7.63,39.84,1.751,8.68,1,82,73,1,29,0.83,1,5,0,5,0,4,1,3,3,1198.93,In-house,PrivateCloud,7,4,1
33990,Payment Processor,Other,4491,5225.59,4.7,72.91,1.359,-0.63,1,52,40,1,42,0.69,0,5,1,5,1,3,1,5,4,399.0,In-house,On-Prem,4,4,0
33991,Bank,United Kingdom,2290,881.8,4.12,2.01,0.28,7.38,0,36,8,0,100,0.375,0,2,1,1,0,2,1,1,2,925.45,Vendor,On-Prem,3,0,0
33992,Fintech,United States,1856,604.02,3.47,5.34,0.828,-0.54,0,70,36,0,67,0.064,0,1,0,2,0,1,0,4,1,1625.37,Vendor,PrivateCloud,0,2,0
33993,Investment Bank,United Kingdom,2027,3143.72,6.38,20.94,0.649,6.76,1,78,67,1,49,0.906,0,3,1,2,3,2,0,3,4,1285.67,Vendor,PublicCloud,5,3,0
33994,Credit Union,European Union,521,687.87,4.17,8.55,1.292,8.74,1,71,35,1,89,0.708,1,1,1,4,4,4,1,3,4,1405.54,Hybrid,PublicCloud,1,4,0
33995,Investment Bank,Other,2435,3352.61,2.27,16.73,0.519,11.58,1,66,40,1,45,0.405,1,3,0,3,1,1,1,2,3,981.28,Vendor,On-Prem,4,2,0
33996,Investment Bank,United States,688,544.94,3.24,2.14,0.427,-2.09,1,74,16,0,96,0.338,1,3,1,2,0,5,1,1,3,1278.06,Hybrid,PublicCloud,1,4,0
33997,Investment Bank,European Union,1201,456.55,7.11,4.58,0.994,0.79,1,59,42,0,50,0.242,1,5,0,5,0,5,0,5,2,227.47,In-house,On-Prem,3,3,0
33998,Bank,European Union,3758,434.01,5.84,5.31,1.09,18.31,0,62,60,1,41,0.878,0,2,0,2,1,1,0,3,2,842.41,Hybrid,PrivateCloud,11,3,0
33999,Investment Bank,United States,699,323.32,6.55,4.04,1.301,-2.59,1,74,58,0,66,0.394,0,1,0,1,0,1,1,2,1,825.9,Hybrid,PublicCloud,7,1,0
34000,Payment Processor,United States,1973,1638.15,5.94,34.77,1.725,13.24,1,79,53,0,27,0.76,0,5,1,5,0,5,1,5,5,755.17,In-house,PublicCloud,11,1,1
34001,Insurance,United States,2224,1265.7,5.12,10.0,1.035,7.9,1,59,50,1,44,0.58,1,5,1,5,2,5,0,5,2,1280.99,Vendor,PrivateCloud,7,3,0
34002,Insurance,United States,3157,489.28,4.69,3.32,0.879,9.96,1,67,49,0,70,0.705,1,4,1,5,1,4,0,3,2,830.75,Vendor,On-Prem,4,0,1
34003,Investment Bank,United States,6701,4118.4,6.0,86.72,1.692,10.52,0,64,58,1,36,0.812,1,3,0,5,0,1,1,5,4,393.53,In-house,PublicCloud,10,5,1
34004,Payment Processor,United Kingdom,1487,901.66,4.7,3.31,0.359,8.46,0,40,42,1,41,0.636,1,4,1,4,0,3,1,4,5,2122.31,Vendor,PublicCloud,5,0,0
34005,Bank,European Union,929,266.82,5.05,2.61,1.031,12.23,0,68,42,1,47,0.635,1,5,1,5,0,4,1,1,4,966.61,Hybrid,PrivateCloud,5,1,0
34006,Payment Processor,Other,2319,4562.31,7.32,54.15,1.186,5.31,1,80,83,1,20,0.822,1,5,1,5,0,5,0,4,4,364.59,Hybrid,On-Prem,14,7,1
34007,Payment Processor,United Kingdom,1695,1005.73,5.94,7.66,0.981,0.04,1,70,55,1,44,0.727,0,4,1,3,0,4,1,3,3,690.07,Hybrid,PrivateCloud,4,4,0
34008,Bank,United States,1083,592.37,5.08,0.0,0.0,-2.68,0,52,18,1,76,0.088,0,1,1,1,0,2,1,3,1,994.88,Hybrid,PublicCloud,1,1,0
34009,Investment Bank,United States,1097,383.5,3.89,3.2,0.81,1.58,1,68,53,1,57,0.493,0,4,1,3,0,2,1,5,2,846.12,Hybrid,On-Prem,4,1,0
34010,Bank,Other,1260,1840.27,4.1,11.1,0.675,-1.16,1,77,45,0,59,0.528,1,3,0,2,3,4,0,3,2,516.3,Vendor,On-Prem,6,0,0
34011,Bank,Other,1614,274.99,5.89,4.72,1.988,11.7,1,75,70,1,54,0.49,1,4,1,5,0,4,0,2,2,618.35,In-house,PrivateCloud,7,3,1
34012,Insurance,United States,4337,378.1,5.87,6.42,1.785,20.72,0,55,63,0,62,0.802,1,5,1,5,0,3,1,4,3,714.03,In-house,PublicCloud,5,6,1
34013,Brokerage/Dealer,United States,4586,676.2,6.0,3.52,0.539,-4.02,1,69,52,1,47,0.567,1,5,0,3,0,2,0,4,3,1555.65,Vendor,PublicCloud,1,3,0
34014,Bank,Other,988,284.75,6.51,2.15,0.73,2.96,1,81,64,0,54,0.871,0,2,1,4,0,4,1,2,2,742.75,Hybrid,PublicCloud,2,2,1
34015,Payment Processor,European Union,882,430.37,5.76,4.99,1.276,26.01,0,78,59,1,53,0.917,1,4,0,3,3,4,1,5,5,833.02,Vendor,PrivateCloud,7,6,1
34016,Insurance,European Union,5256,2102.86,6.33,36.35,1.81,18.26,1,54,38,1,36,0.688,1,5,1,4,1,4,1,4,5,1414.63,In-house,PrivateCloud,6,6,1
34017,Brokerage/Dealer,European Union,2733,2126.81,5.63,6.32,0.285,5.74,0,51,31,1,62,0.304,1,5,0,5,0,5,1,2,3,271.87,In-house,PrivateCloud,0,1,0
34018,Payment Processor,European Union,3454,2284.74,3.35,7.66,0.38,14.84,0,38,19,1,68,0.298,1,4,1,5,0,2,1,5,5,802.62,Vendor,PrivateCloud,4,3,0
34019,Brokerage/Dealer,United States,2107,4394.25,3.9,19.5,0.45,-0.23,1,63,26,0,58,0.233,1,3,1,1,0,2,1,4,1,920.57,Hybrid,PrivateCloud,4,0,0
34020,Investment Bank,United Kingdom,1141,667.06,7.62,11.44,1.587,9.8,1,80,61,1,45,0.822,0,4,1,4,2,2,0,2,5,1041.64,Hybrid,PrivateCloud,2,2,1
34021,Payment Processor,United States,1137,1176.89,4.68,6.76,0.441,12.21,0,54,27,1,48,0.194,1,2,1,1,0,2,0,2,1,264.56,In-house,PrivateCloud,2,1,0
34022,Bank,European Union,4422,1610.46,3.99,17.82,1.2,7.67,1,66,55,1,34,0.55,1,1,0,3,3,1,1,2,3,1807.41,In-house,PublicCloud,6,2,0
34023,Bank,Other,2854,263.05,7.58,5.33,1.55,13.11,0,75,73,1,53,0.803,0,4,1,3,0,1,0,5,5,1201.21,Vendor,PrivateCloud,7,6,1
34024,Bank,United States,1715,1089.35,4.06,7.66,0.615,13.02,0,24,21,0,68,0.605,1,4,1,2,0,4,0,1,5,1048.85,Vendor,On-Prem,1,0,0
34025,Investment Bank,Other,1221,1262.72,2.41,5.99,0.471,-0.82,0,62,24,0,47,0.553,1,2,1,5,0,4,1,3,1,1390.32,Hybrid,PrivateCloud,2,3,0
34026,Bank,European Union,1187,897.89,4.31,6.39,0.634,3.96,1,52,49,1,57,0.521,1,5,1,5,0,5,1,1,4,1259.23,Vendor,PrivateCloud,3,0,0
34027,Bank,United States,2313,2999.4,4.58,51.34,2.067,15.78,1,54,49,0,38,0.685,1,4,1,4,0,4,0,2,5,2244.22,Hybrid,PublicCloud,2,2,1
34028,Brokerage/Dealer,European Union,1303,586.36,3.02,6.91,0.786,6.65,0,72,53,0,30,0.257,1,4,1,3,0,3,0,1,3,410.0,Hybrid,PrivateCloud,5,1,0
34029,Investment Bank,United Kingdom,914,1133.98,5.23,11.02,0.945,-1.65,0,39,2,0,74,0.191,1,1,0,1,0,3,0,2,2,2847.99,Vendor,On-Prem,0,3,0
34030,Brokerage/Dealer,United States,4545,6319.49,7.27,66.65,0.864,13.58,1,71,30,0,60,0.563,1,3,1,2,3,1,0,2,2,1459.83,In-house,PublicCloud,5,3,0
34031,Bank,United States,1112,1444.31,5.12,9.98,0.693,8.39,1,65,42,1,58,0.685,0,4,1,5,0,5,1,5,5,1578.03,Hybrid,On-Prem,6,2,0
34032,Fintech,United States,2103,619.25,3.67,2.46,0.393,-5.04,0,71,34,1,68,0.286,1,3,1,4,1,5,0,4,4,943.1,Hybrid,On-Prem,1,1,0
34033,Bank,European Union,2320,343.13,4.76,5.03,1.707,13.34,0,57,31,0,56,0.579,1,5,0,5,0,5,1,5,4,564.76,In-house,PrivateCloud,4,3,1
34034,Bank,Other,4255,1419.72,3.88,7.1,0.46,3.34,1,78,49,0,61,0.722,0,3,1,1,2,3,1,1,3,292.45,Hybrid,PublicCloud,4,1,0
34035,Bank,United Kingdom,1118,2713.97,3.88,46.35,1.529,7.51,0,67,65,0,42,0.901,1,3,0,1,0,2,1,3,5,2786.7,Hybrid,PrivateCloud,4,8,1
34036,Fintech,European Union,901,1597.11,5.93,19.06,1.367,1.66,1,65,47,1,64,0.369,0,5,0,5,0,4,1,4,3,2732.27,Vendor,PrivateCloud,3,2,1
34037,Bank,European Union,1992,655.1,4.06,1.41,0.195,5.08,1,77,27,0,47,0.575,1,3,0,2,0,3,1,1,4,1087.17,Vendor,PublicCloud,1,0,0
34038,Insurance,European Union,355,96.32,1.32,0.28,0.287,22.57,0,54,19,0,100,0.252,1,1,0,1,0,2,1,1,2,450.22,Vendor,On-Prem,0,2,0
34039,Fintech,United Kingdom,1166,866.39,4.04,6.44,1.083,1.72,0,59,17,0,59,0.367,0,3,1,4,0,4,1,1,1,2087.87,Hybrid,PrivateCloud,2,2,1
34040,Bank,United States,751,732.25,5.63,11.16,1.742,2.55,1,87,68,0,42,0.766,1,1,0,4,0,2,1,4,4,190.93,Hybrid,PublicCloud,9,4,1
34041,Investment Bank,United Kingdom,5237,5632.99,4.06,113.16,1.899,11.63,1,92,79,0,19,0.549,1,4,1,5,0,4,1,5,1,987.0,Hybrid,PrivateCloud,11,2,1
34042,Investment Bank,European Union,269,355.9,3.98,0.68,0.199,1.61,0,46,14,0,92,0.095,1,4,0,4,0,2,1,4,3,581.91,Vendor,PrivateCloud,0,1,0
34043,Payment Processor,Other,1490,293.96,5.99,5.22,1.455,10.45,1,67,25,1,83,0.25,1,5,1,4,0,5,1,3,3,267.38,Hybrid,On-Prem,6,2,0
34044,Fintech,United States,436,601.0,3.82,0.0,0.0,12.06,0,65,30,1,75,0.229,0,2,0,3,0,4,1,2,2,371.3,Vendor,PublicCloud,3,1,0
34045,Hedge Fund,European Union,1301,523.42,2.16,1.24,0.206,1.1,0,59,42,1,34,0.339,0,2,0,2,2,3,1,2,2,579.46,Vendor,On-Prem,4,1,0
34046,Credit Union,United States,5248,7211.93,3.82,144.91,1.613,1.02,0,73,56,0,15,0.749,1,4,0,5,1,4,0,4,1,683.91,In-house,On-Prem,6,2,1
34047,Insurance,Other,544,55.39,4.18,0.01,0.018,13.1,0,41,26,0,89,0.249,0,3,1,5,0,4,1,1,2,1378.99,Vendor,PublicCloud,1,3,0
34048,Fintech,European Union,1814,1764.85,5.49,6.25,0.303,-0.38,0,66,41,0,75,0.471,1,4,1,3,0,2,1,3,1,1721.42,Vendor,On-Prem,1,1,0
34049,Bank,European Union,440,285.88,1.43,0.0,0.0,13.95,0,17,6,0,77,0.12,1,3,1,4,0,2,0,1,4,711.34,Vendor,PublicCloud,1,0,0
34050,Investment Bank,European Union,2777,372.74,2.81,2.01,0.451,10.85,1,54,31,1,64,0.257,0,2,1,4,0,3,0,2,4,698.1,Vendor,On-Prem,1,2,0
34051,Insurance,United Kingdom,1781,4552.64,6.67,25.86,0.527,-3.21,0,53,8,1,56,0.349,0,4,1,3,0,3,1,1,1,658.64,Vendor,PrivateCloud,1,2,0
34052,Credit Union,United States,243,233.23,4.9,0.09,0.038,0.86,1,51,23,0,81,0.067,0,1,0,1,0,1,1,1,1,1594.27,Hybrid,PrivateCloud,1,0,0
34053,Insurance,European Union,3688,2796.35,3.34,24.43,0.844,4.42,0,60,59,1,28,0.853,0,5,0,5,1,5,1,2,4,1079.83,In-house,On-Prem,7,1,0
34054,RegTech,European Union,6094,1959.84,4.06,27.59,1.818,20.63,0,73,51,1,48,0.777,1,3,0,4,1,4,0,5,4,496.91,In-house,PublicCloud,4,4,1
34055,Brokerage/Dealer,United States,2333,1574.04,5.61,17.65,1.256,13.04,1,48,43,1,61,0.504,1,3,0,2,1,5,0,4,3,1517.12,Vendor,On-Prem,5,1,1
34056,Hedge Fund,Other,1210,391.56,4.09,1.57,0.421,16.36,0,71,31,1,48,0.454,1,2,0,1,4,2,0,2,5,639.72,Hybrid,PrivateCloud,2,4,0
34057,Bank,United States,477,490.06,4.84,4.12,0.692,0.65,0,44,44,1,58,0.523,1,3,0,4,0,2,1,5,4,1705.35,Vendor,On-Prem,7,1,0
34058,Bank,United Kingdom,6814,1307.87,1.64,12.23,0.888,18.93,1,48,23,0,44,0.631,1,5,0,5,1,5,1,3,5,882.77,Vendor,On-Prem,5,1,0
34059,Payment Processor,United States,1331,510.46,2.25,6.88,1.184,13.98,0,52,22,0,63,0.511,1,5,1,4,0,3,1,2,5,703.3,Hybrid,On-Prem,3,3,0
34060,Payment Processor,Other,2681,731.02,6.02,9.14,1.642,14.08,1,80,60,1,34,0.626,1,3,0,3,1,4,1,3,5,1582.81,Hybrid,PrivateCloud,4,6,1
34061,Bank,United States,1553,1574.46,5.76,15.19,1.08,20.03,0,68,36,1,56,0.555,1,3,0,4,2,2,0,4,4,888.29,In-house,PublicCloud,6,4,1
34062,Investment Bank,Other,779,1300.61,1.86,6.87,0.454,4.65,0,41,21,0,64,0.328,1,4,0,3,0,4,1,1,3,495.77,Vendor,PrivateCloud,3,1,0
34063,Insurance,European Union,1544,260.73,2.98,0.15,0.049,11.5,1,53,14,0,73,0.106,0,2,0,3,0,2,1,1,2,254.27,Hybrid,PublicCloud,2,1,0
34064,Bank,United States,490,1585.34,4.73,17.08,1.443,4.21,0,48,56,1,71,0.904,0,1,0,2,1,1,1,2,5,785.86,In-house,PrivateCloud,4,3,0
34065,Insurance,European Union,866,714.58,4.16,8.92,1.481,6.35,0,39,19,0,75,0.14,0,5,1,4,0,4,1,3,3,2279.22,Vendor,On-Prem,1,0,0
34066,Credit Union,Other,3663,2956.84,2.41,37.96,1.005,0.27,1,60,43,0,56,0.225,1,4,1,5,0,4,0,3,3,1398.02,Vendor,PublicCloud,4,3,0
34067,Insurance,European Union,1390,1287.93,3.45,3.35,0.364,8.19,1,55,35,0,55,0.36,0,1,0,2,0,1,0,5,1,854.09,Hybrid,PrivateCloud,1,1,0
34068,Payment Processor,United States,1179,1372.74,5.81,5.64,0.384,7.09,1,80,61,0,30,0.768,1,3,1,1,3,1,1,2,2,436.22,Vendor,PublicCloud,5,3,0
34069,Bank,United States,1454,1149.22,4.34,3.06,0.226,-10.23,0,43,44,0,51,0.369,0,1,0,1,0,2,0,3,1,467.5,In-house,PublicCloud,5,4,0
34070,Investment Bank,United States,982,310.05,5.74,2.07,0.573,2.7,0,67,51,0,52,0.369,0,3,0,3,1,1,1,2,1,453.97,In-house,PublicCloud,3,3,0
34071,Credit Union,United States,4731,1303.29,5.64,32.44,2.193,6.83,1,60,57,0,53,0.595,0,4,1,1,4,3,0,5,5,562.86,In-house,On-Prem,3,5,1
34072,Fintech,United Kingdom,560,444.66,4.09,5.95,1.356,19.92,0,60,36,1,65,0.857,1,3,1,4,1,5,1,3,5,705.45,In-house,On-Prem,5,1,1
34073,Bank,European Union,3512,1019.93,3.0,14.2,1.371,13.87,1,50,44,1,60,0.838,1,5,1,5,1,5,0,2,5,687.06,Hybrid,On-Prem,4,2,0
34074,Asset Manager,United Kingdom,3886,1388.68,8.55,23.47,1.359,17.32,0,92,73,0,47,0.694,0,1,0,3,0,3,1,5,3,806.34,In-house,On-Prem,7,6,1
34075,Credit Union,United Kingdom,356,1076.14,4.64,15.37,1.699,14.66,0,86,80,0,62,0.823,0,3,0,2,1,3,1,4,5,1137.79,Vendor,PrivateCloud,5,4,1
34076,Bank,United Kingdom,1632,6098.18,3.48,31.86,0.462,10.29,1,49,41,0,52,0.412,1,4,1,3,0,4,1,5,2,748.06,In-house,PrivateCloud,5,1,0
34077,Fintech,Other,605,627.54,2.45,4.92,0.861,19.68,0,56,50,1,30,0.823,1,5,0,5,1,3,0,4,5,1418.27,Hybrid,On-Prem,4,5,1
34078,Bank,European Union,1873,1071.38,6.49,11.11,1.054,-3.65,1,92,45,1,71,0.331,0,2,1,1,2,1,1,3,1,728.23,Hybrid,PrivateCloud,5,3,0
34079,Fintech,Other,2173,804.54,6.16,5.59,0.945,8.79,1,76,71,1,43,0.937,1,5,1,5,0,5,0,3,3,1696.62,In-house,PrivateCloud,6,1,1
34080,Insurance,United Kingdom,5504,2262.2,6.4,16.95,1.147,3.35,1,64,50,1,38,0.471,1,5,0,5,0,4,0,4,4,798.29,In-house,PrivateCloud,5,0,0
34081,Credit Union,United States,464,210.52,5.32,0.0,0.0,15.28,0,35,23,0,85,0.054,1,4,0,3,1,2,0,1,5,949.34,Vendor,On-Prem,2,1,0
34082,Fintech,Other,1919,238.87,3.36,2.69,1.074,10.8,0,55,23,1,88,0.319,1,2,0,1,0,2,0,1,5,896.25,Vendor,PrivateCloud,1,2,0
34083,Insurance,European Union,1161,1763.43,5.99,14.64,0.836,23.88,1,63,56,1,55,0.558,1,5,1,5,0,5,1,1,5,628.74,In-house,On-Prem,2,4,1
34084,Brokerage/Dealer,United Kingdom,2366,349.35,4.42,3.37,0.896,15.33,1,51,32,0,54,0.282,0,4,1,5,3,4,0,4,1,233.65,In-house,PrivateCloud,2,3,0
34085,Bank,European Union,2671,483.89,4.42,2.23,0.466,14.68,0,63,32,0,60,0.832,1,1,1,1,1,2,1,1,5,1173.4,Vendor,PrivateCloud,6,6,0
34086,Asset Manager,United States,257,297.58,2.74,0.0,0.0,5.66,0,39,25,1,58,0.194,0,1,1,1,0,3,0,2,1,159.9,Hybrid,PrivateCloud,2,0,0
34087,Investment Bank,United States,378,308.36,4.74,0.0,0.0,16.38,0,55,44,0,36,0.485,1,3,1,5,0,3,1,4,4,358.57,In-house,On-Prem,3,2,0
34088,Bank,Other,1603,2317.81,4.97,0.0,0.0,-6.66,0,33,2,0,90,0.714,0,2,0,1,2,4,1,1,3,714.22,Hybrid,On-Prem,1,1,0
34089,Bank,Other,3613,5105.64,4.52,71.1,1.212,14.41,1,86,59,1,49,0.869,1,5,0,5,0,5,1,5,4,509.31,Vendor,PublicCloud,5,3,1
34090,Insurance,United Kingdom,1284,1009.71,3.44,2.75,0.293,8.9,1,71,42,0,58,0.279,0,1,0,2,3,3,1,5,1,350.59,Vendor,PrivateCloud,3,0,0
34091,Fintech,European Union,2806,1183.54,4.24,26.24,1.558,14.18,1,81,55,1,50,0.656,0,2,0,3,0,3,0,2,2,1710.49,Vendor,PublicCloud,10,6,1
34092,Bank,European Union,1997,796.76,2.79,5.0,0.67,10.96,0,41,31,1,41,0.245,1,5,0,5,0,5,1,5,3,1374.38,Vendor,PublicCloud,0,1,0
34093,Hedge Fund,European Union,2454,1283.85,4.12,12.7,0.967,12.39,1,95,93,1,27,0.55,1,4,1,3,0,4,0,4,2,641.07,Hybrid,On-Prem,5,2,1
34094,Insurance,United Kingdom,1550,484.49,4.56,1.58,0.324,3.28,0,45,11,0,93,0.085,0,3,1,3,0,4,1,2,1,496.04,Hybrid,PrivateCloud,0,1,0
34095,Brokerage/Dealer,European Union,1981,499.07,3.17,4.06,1.156,7.79,1,82,66,1,39,0.771,0,1,1,1,0,1,1,4,2,932.05,Hybrid,PrivateCloud,13,4,0
34096,Bank,European Union,913,1446.1,3.47,6.26,0.498,14.08,0,69,43,1,54,0.403,1,2,1,1,0,3,0,3,1,1122.79,Vendor,PrivateCloud,2,2,0
34097,Credit Union,United States,1694,845.31,4.69,2.24,0.279,6.52,0,68,64,1,60,0.753,1,2,0,4,1,3,1,4,1,585.6,Vendor,PrivateCloud,8,4,0
34098,Payment Processor,European Union,846,1610.34,3.14,4.08,0.193,11.29,1,28,0,0,73,0.231,1,2,0,4,0,5,0,1,5,715.11,In-house,PublicCloud,2,0,0
34099,Payment Processor,European Union,857,481.61,4.01,2.58,0.496,-0.48,0,41,18,0,58,0.185,0,1,1,1,0,1,1,4,3,981.07,Vendor,PrivateCloud,0,4,0
34100,Fintech,United Kingdom,846,1105.19,4.03,16.99,1.375,14.39,0,56,39,1,59,0.45,1,4,1,4,0,2,1,4,3,630.15,In-house,PublicCloud,3,2,0
34101,Fintech,United States,4829,2067.45,6.19,35.48,1.597,13.48,1,69,70,0,23,0.861,0,5,1,3,0,5,0,3,3,659.03,Vendor,On-Prem,9,4,1
34102,Insurance,European Union,2484,1355.64,6.19,19.19,1.209,14.39,1,40,25,0,81,0.484,1,2,0,3,0,3,1,2,1,394.92,Hybrid,PrivateCloud,3,0,0
34103,Payment Processor,United States,2028,1903.53,2.92,1.8,0.113,7.22,0,57,21,0,70,0.163,1,1,1,1,3,1,0,3,2,505.9,Vendor,On-Prem,2,1,0
34104,Payment Processor,Other,1624,1402.02,4.99,9.03,0.572,13.79,0,62,47,1,41,0.536,0,2,0,2,5,2,0,3,5,1640.29,Hybrid,On-Prem,5,1,0
34105,Bank,United States,1494,143.17,4.18,0.2,0.13,13.02,0,41,16,0,79,0.328,0,4,0,4,2,4,0,1,4,1208.25,Hybrid,PrivateCloud,3,0,0
34106,Brokerage/Dealer,European Union,499,673.42,5.92,8.63,1.431,-0.43,1,100,73,1,40,0.873,1,5,1,5,0,3,1,5,2,876.41,Hybrid,PrivateCloud,8,4,1
34107,Credit Union,Other,420,207.84,4.31,1.36,0.465,5.72,1,87,43,1,60,0.85,1,4,1,5,0,5,1,2,2,863.59,Vendor,PublicCloud,3,2,0
34108,Insurance,Other,1716,659.37,2.48,5.98,0.911,7.75,1,64,36,1,51,0.59,0,2,1,2,4,2,1,2,5,730.66,In-house,PublicCloud,3,0,0
34109,Bank,United Kingdom,3205,1069.02,2.84,11.04,1.052,7.64,1,71,40,1,33,0.797,0,5,1,3,0,2,1,5,4,2145.58,Vendor,PrivateCloud,5,4,1
34110,Payment Processor,United States,1289,198.66,2.02,0.2,0.132,12.77,0,53,17,1,70,0.848,0,3,1,1,0,4,1,5,5,1415.91,Vendor,PrivateCloud,2,1,0
34111,Insurance,European Union,3475,2029.24,4.33,23.84,1.037,7.28,1,45,33,1,72,0.289,1,1,1,4,0,3,1,2,4,903.27,Vendor,PublicCloud,3,4,0
34112,Payment Processor,United States,886,1873.57,4.47,19.61,1.218,7.33,1,67,45,0,50,0.479,0,1,0,3,3,1,1,2,5,492.98,In-house,PrivateCloud,6,4,0
34113,Payment Processor,United States,714,611.46,2.98,0.49,0.065,6.07,0,64,41,0,59,0.253,1,1,0,1,2,4,0,3,1,592.36,Vendor,On-Prem,3,2,0
34114,Bank,Other,5998,1509.24,5.57,22.07,1.821,5.29,1,56,34,0,66,0.5,1,3,0,2,1,4,1,2,5,534.38,Hybrid,PrivateCloud,3,2,0
34115,Asset Manager,United States,566,211.33,4.24,1.41,0.788,3.63,1,57,29,0,57,0.183,1,4,1,5,0,4,1,3,2,724.9,Vendor,On-Prem,8,3,0
34116,Fintech,European Union,1694,14732.47,5.92,283.75,1.473,4.86,0,65,74,1,37,0.871,1,4,0,4,3,2,0,5,2,2159.22,In-house,PublicCloud,3,3,1
34117,Credit Union,European Union,3031,5377.82,3.05,15.65,0.29,-0.5,0,51,42,0,52,0.292,0,2,0,1,0,2,1,1,1,239.95,In-house,On-Prem,2,1,0
34118,Bank,United States,895,529.74,2.97,2.19,0.311,4.51,0,66,54,0,60,0.564,1,5,1,5,0,5,1,1,4,1221.12,Hybrid,PrivateCloud,1,3,0
34119,Bank,Other,695,1036.07,3.14,14.66,1.503,12.79,0,74,37,1,41,0.46,0,4,1,5,0,5,0,4,3,1475.78,Hybrid,PublicCloud,3,7,1
